title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
High Sierra,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Dark Passage,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0
"Ox-Bow Incident, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
They Drive by Night,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reefer Madness (a.k.a. Tell Your Children),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
D.O.A.,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Pumping Iron,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cool World,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Strada, La",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ichi the Killer (Koroshiya 1),1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
"Boy and His Dog, A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Ashes and Diamonds (Popiól i diament),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Intolerance: Love's Struggle Throughout the Ages,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tormented,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Chitty Chitty Bang Bang,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"Suriyothai (a.k.a. Legend of Suriyothai, The)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Where the Day Takes You,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Butterfly Effect,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Win a Date with Tad Hamilton!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Touching the Void,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Big Bounce, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Perfect Score, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
You Got Served,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Latter Days,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Barbershop 2: Back in Business,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch That Kid,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Miracle,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
An Amazing Couple,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Dreamers, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lost Skeleton of Cadavra, The",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Hip Hop Witch, Da",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Thirteen,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Best Defense,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
50 First Dates,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Welcome to Mooseport,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kitchen Stories (Salmer fra kjøkkenet),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monsieur Ibrahim (Monsieur Ibrahim et les fleurs du Coran),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Diary of a Country Priest (Journal d'un curé de campagne),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Thief of Bagdad, The",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The Diary of Anne Frank,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Allegro non troppo,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Black Widow,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
"Herod's Law (Ley de Herodes, La)",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Flesh & Blood,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
King Solomon's Mines,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raw Deal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goodbye, Mr. Chips",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Follow Me, Boys!",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Against the Ropes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Confessions of a Teenage Drama Queen,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EuroTrip,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Passion of the Christ, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Club Dread,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dirty Dancing: Havana Nights,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Twisted,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Good bye, Lenin!",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidalgo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Starsky & Hutch,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"Reckoning, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Persona,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Passion of Anna, The (Passion, En)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Corbeau, Le (Raven, The)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Pickup on South Street,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Damned, The (La Caduta degli dei)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Just One of the Guys,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wrong Arm of the Law, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Agent Cody Banks 2: Destination London,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Girl Next Door, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Secret Window,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Spartan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Broken Wings (Knafayim Shvurot),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Wilbur Wants to Kill Himself,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Mad Dog and Glory,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Peyton Place,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Dawn of the Dead,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Eternal Sunshine of the Spotless Mind,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Taking Lives,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Intermission,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jersey Girl,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Ladykillers, The",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Never Die Alone,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Scooby-Doo 2: Monsters Unleashed,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dogville,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Ned Kelly,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Hellboy,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Prince & Me, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Walking Tall,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"United States of Leland, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
The Alamo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
Ella Enchanted,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"Whole Ten Yards, The",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I'm Not Scared (Io non ho paura),0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"Ten Commandments, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Dawn of the Dead,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Prey for Rock & Roll,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Those Magnificent Men in Their Flying Machines,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cheaper by the Dozen,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scenes From a Marriage (Scener ur ett äktenskap),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Munchies,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Going in Style,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
After Hours,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kill Bill: Vol. 2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Punisher, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Paper Clips,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
This So-Called Disaster,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13 Going on 30,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
Man on Fire,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
Envy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godsend,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
Laws of Attraction,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mean Girls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Van Helsing,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"Mudge Boy, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Breakin' All the Rules,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Troy,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Carandiru,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Coffee and Cigarettes,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eye See You (D-Tox),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Watch on the Rhine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Enemy Mine,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Enter the Dragon,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Henry & June,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Martin,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
"Three Faces of Eve, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100 Girls,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Fail-Safe,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
Paperhouse,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
Dobermann,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kwaidan (Kaidan),0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28 Up,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
You Only Live Twice,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Octopussy,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wit,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Never Say Never Again,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pride and Prejudice,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Fountainhead, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Woman of the Year,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Samouraï, Le (Godson, The)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Oklahoma!,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Desert Hearts,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Body Double,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Chaplin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Miracle Worker, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monster in a Box,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
School Ties,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Raising Cain,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Rose Red,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Noises Off...,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babylon 5: In the Beginning,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Witchfinder General (Conquerer Worm, The)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Versus,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Pride and Prejudice,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"China Syndrome, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"Wages of Fear, The (Salaire de la peur, Le)",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Look Who's Talking Too,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Bells of St. Mary's, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Delta Force, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat and Mike,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Animal Crackers,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"He Said, She Said",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Bedazzled,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cat People,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
Camelot,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"Lonely Guy, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Four Musketeers, The",1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Protocol,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Postman Always Rings Twice, The",0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
Matinee,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Baxter,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Explorers,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pierrot le fou,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Weekend (a.k.a. Le Week-end) (Week End),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tuesdays with Morrie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alexander Nevsky (Aleksandr Nevskiy),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jason and the Argonauts,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tinker, Tailor, Soldier, Spy",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Throne of Blood (Kumonosu jô),1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Best of Youth, The (La meglio gioventù)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Undercurrent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"Bang, Bang, You're Dead",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Twister,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sniper,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Genghis Blues,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"11'09""01 - September 11",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Warriors, The",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Babylon 5: A Call to Arms,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Babylon 5: The River of Souls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Babylon 5: Thirdspace,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
True Stories,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Virgin Spring, The (Jungfrukällan)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Mogambo,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Secret Life of Walter Mitty, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Another Thin Man,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0
"Thin Man Goes Home, The",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Shadow of the Thin Man,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
After the Thin Man,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Song of the Thin Man,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0
Love Crazy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gunga Din,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Children of Dune,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Dune,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Lammbock,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Legend, The (Legend of Fong Sai-Yuk, The) (Fong Sai Yuk)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tremors II: Aftershocks,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Tremors 3: Back to Perfection,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Notorious C.H.O.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Plague of the Zombies,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
I Walked with a Zombie,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Highway 61,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Succeed in Business Without Really Trying,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pat Garrett and Billy the Kid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Last Man on Earth, The (Ultimo uomo della Terra, L')",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"Duck, You Sucker",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bring Me the Head of Alfredo Garcia,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Ride the High Country,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Master of the Flying Guillotine (Du bi quan wang da po xue di zi),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankenstein Must Be Destroyed,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Gidget,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desperate Living,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stray Dog (Nora inu),0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
"Hidden Fortress, The (Kakushi-toride no san-akunin)",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High and Low (Tengoku to jigoku),0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
"People Under the Stairs, The",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
Dark Days,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Zelig,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shame (Skammen),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"Silence, The (Tystnaden)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Winter Light (Nattvardsgästerna),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Through a Glass Darkly (Såsom i en spegel),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
The Magician,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Killers, The",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
"Night of the Iguana, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Nightbreed,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Ken Park,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Monterey Pop,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Bridge Too Far, A",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Infernal Affairs (Mou gaan dou),0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
"Tale of Two Sisters, A (Janghwa, Hongryeon)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Broadway Danny Rose,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
From Beyond,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Robot Jox,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dolls,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Space Truckers,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Death Race 2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Bucket Of Blood, A",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Brigadoon,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"Power of One, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Weather Underground, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kikujiro (Kikujirô no natsu),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Phantom Tollbooth, The",0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Getaway, The",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Dark Water (Honogurai mizu no soko kara),0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0
"Thing Called Love, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
The Thief,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
How to Steal a Million,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"Stendhal Syndrome, The (Sindrome di Stendhal, La)",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
Mean Streets,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Jack the Bear,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
I Am a Fugitive from a Chain Gang,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
Hamburger Hill,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Sweet Bird of Youth,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Frankenstein Unbound,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
Shiri (Swiri),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
Bad Day at Black Rock,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
In China They Eat Dogs (I Kina spiser de hunde),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Delta Force 2 (Delta Force 2: The Colombian Connection),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Crossroads,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Seducing Doctor Lewis (Grande séduction, La)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunrise: A Song of Two Humans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Shock Corridor,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Au revoir les enfants,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pursuit of Happiness,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gladiator,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Indestructible Man,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
"Wasp Woman, The",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Attack of the Giant Leeches,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Dead or Alive: Hanzaisha,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Lola Montès,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
